Name,Level,School,Casting Time,Ritual,Duration,Concentration,Range (feet),Area (feet),Area Type,Attack/ Save,Damage/Effect,V,S,M,Materials,Consumed,Spell Tags,Bard,Cleric,Druid,Paladin,Ranger,Sorcerer,Warlock,Wizard,Source,Details,Link,
Dispel Evil and Good,5,Abjuration,1 Action,FALSE,1 Minute,TRUE,Self,,,Charisma,Charmed,TRUE,TRUE,TRUE,Powdered silver and iron,FALSE,"Control, Debuff",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"For the duration, Celestials, Elementals, Fey, Fiends, and Undead have Disadvantage on attack rolls against you. You can end the spell early by using either of the following special functions. Break Enchantment. As a Magic action, you touch a creature that is possessed by or has the Charmed or Frightened condition from one or more creatures of the types above. The target is no longer possessed, Charmed, or Frightened by such creatures. Dismissal. As a Magic action, you target one creature you can see within 5 feet of you that has one of the creature types above. The target must succeed on a Charisma saving throw or be sent back to its home plane if it isn’t there already. If they aren’t on their home plane, Undead are sent to the Shadowfell, and Fey are sent to the Feywild.",https://www.dndbeyond.com/spells/2619096-dispel-evil-and-good,
Dispel Magic,3,Abjuration,1 Action,FALSE,Instantaneous,FALSE,120,,,,Control,TRUE,TRUE,FALSE,,FALSE,Control,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PHB 2024,"Choose one creature, object, or magical effect within range. Any ongoing spell of level 3 or lower on the target ends. For each ongoing spell of level 4 or higher on the target, make an ability check using your spellcasting ability (DC 10 plus that spell’s level). On a successful check, the spell ends. Using a Higher-Level Spell Slot. You automatically end a spell on the target if the spell’s level is equal to or less than the level of the spell slot you use.",https://www.dndbeyond.com/spells/2619103-dispel-magic,
Dissonant Whispers,1,Enchantment,1 Action,FALSE,Instantaneous,FALSE,60,,,Wisdom,Psychic,TRUE,FALSE,FALSE,,FALSE,"Damage, Control",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"One creature of your choice that you can see within range hears a discordant melody in its mind. The target makes a Wisdom saving throw. On a failed save, it takes 3d6 Psychic damage and must immediately use its Reaction, if available, to move as far away from you as it can, using the safest route. On a successful save, the target takes half as much damage only. Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 1.",https://www.dndbeyond.com/spells/2619104-dissonant-whispers,
Divination,4,Divination,1 Action,TRUE,Instantaneous,FALSE,Self,,,,Foreknowledge,TRUE,TRUE,TRUE,Incense worth 25+ GP,TRUE,Foreknowledge,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"This spell puts you in contact with a god or a god’s servants. You ask one question about a specific goal, event, or activity to occur within 7 days. The DM offers a truthful reply, which might be a short phrase or cryptic rhyme. The spell doesn’t account for circumstances that might change the answer, such as the casting of other spells. If you cast the spell more than once before finishing a Long Rest, there is a cumulative 25 percent chance for each casting after the first that you get no answer.",https://www.dndbeyond.com/spells/2619140-divination,
Divine Favor,1,Transmutation,1 Bonus Action,FALSE,1 Minute,FALSE,Self,,,,Radiant,TRUE,TRUE,FALSE,,FALSE,Damage,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"Until the spell ends, your attacks with weapons deal an extra 1d4 Radiant damage on a hit.",https://www.dndbeyond.com/spells/2619142-divine-favor,
Divine Smite,1,Evocation,1 Bonus Action,FALSE,Instantaneous,FALSE,Self,,,,Radiant,TRUE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,PHB 2024,The target takes an extra 2d8 Radiant damage from the attack. The damage increases by 1d8 if the target is a Fiend or an Undead. Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 1.,https://www.dndbeyond.com/spells/2618833-divine-smite,
Divine Word,7,Evocation,1 Bonus Action,FALSE,Instantaneous,FALSE,30,,,Charisma,Defened,TRUE,FALSE,FALSE,,FALSE,"Control, Debuff, Banishment",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"You utter a word imbued with power from the Upper Planes. Each creature of your choice in range makes a Charisma saving throw. On a failed save, a target that has 50 Hit Points or fewer suffers an effect based on its current Hit Points, as shown in the Divine Word Effects table. Regardless of its Hit Points, a Celestial, an Elemental, a Fey, or a Fiend target that fails its save is forced back to its plane of origin (if it isn’t there already) and can’t return to the current plane for 24 hours by any means short of a Wish spell.",https://www.dndbeyond.com/spells/2619144-divine-word,
Dominate Blast,4,Enchantment,1 Action,FALSE,1 Minute,TRUE,60,,,Wisdom,Charmed,TRUE,TRUE,FALSE,,FALSE,Control,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,PHB 2024,"One Beast you can see within range must succeed on a Wisdom saving throw or have the Charmed condition for the duration. The target has Advantage on the save if you or your allies are fighting it. Whenever the target takes damage, it repeats the save, ending the spell on itself on a success. You have a telepathic link with the Charmed target while the two of you are on the same plane of existence. On your turn, you can use this link to issue commands to the target (no action required), such as “Attack that creature,” “Move over there,” or “Fetch that object.” The target does its best to obey on its turn. If it completes an order and doesn’t receive further direction from you, it acts and moves as it likes, focusing on protecting itself. You can command the target to take a Reaction but must take your own Reaction to do so. Using a Higher-Level Spell Slot. Your Concentration can last longer with a spell slot of level 5 (up to 10 minutes), 6 (up to 1 hour), or 7+ (up to 8 hours).",https://www.dndbeyond.com/spells/2619146-dominate-beast,
Dominate Monster,8,Enchantment,1 Action,FALSE,1 Hour,TRUE,60,,,Wisdom,Charmed,TRUE,TRUE,FALSE,,FALSE,Control,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"One creature you can see within range must succeed on a Wisdom saving throw or have the Charmed condition for the duration. The target has Advantage on the save if you or your allies are fighting it. Whenever the target takes damage, it repeats the save, ending the spell on itself on a success. You have a telepathic link with the Charmed target while the two of you are on the same plane of existence. On your turn, you can use this link to issue commands to the target (no action required), such as “Attack that creature,” “Move over there,” or “Fetch that object.” The target does its best to obey on its turn. If it completes an order and doesn’t receive further direction from you, it acts and moves as it likes, focusing on protecting itself. You can command the target to take a Reaction but must take your own Reaction to do so. Using a Higher-Level Spell Slot. Your Concentration can last longer with a level 9 spell slot (up to 8 hours).",https://www.dndbeyond.com/spells/2619147-dominate-monster,
Dominate Person,5,Enchantment,1 Action,FALSE,1 Minute,TRUE,60,,,Wisdom,Charmed,TRUE,TRUE,FALSE,,FALSE,Control,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"One Humanoid you can see within range must succeed on a Wisdom saving throw or have the Charmed condition for the duration. The target has Advantage on the save if you or your allies are fighting it. Whenever the target takes damage, it repeats the save, ending the spell on itself on a success. You have a telepathic link with the Charmed target while the two of you are on the same plane of existence. On your turn, you can use this link to issue commands to the target (no action required), such as “Attack that creature,” “Move over there,” or “Fetch that object.” The target does its best to obey on its turn. If it completes an order and doesn’t receive further direction from you, it acts and moves as it likes, focusing on protecting itself. You can command the target to take a Reaction but must take your own Reaction to do so. Using a Higher-Level Spell Slot. Your Concentration can last longer with a spell slot of level 6 (up to 10 minutes), 7 (up to 1 hour), or 8+ (up to 8 hours).",https://www.dndbeyond.com/spells/2619148-dominate-person,
Dragon's Breath,2,Transmutation,1 Bonus Action,FALSE,1 Minute,TRUE,Touch,15,Cone,Dexterity,Acid,TRUE,TRUE,TRUE,Hot pepper,FALSE,"Damage, Buff",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"You touch one willing creature, and choose Acid, Cold, Fire, Lightning, or Poison. Until the spell ends, the target can take a Magic action to exhale a 15-foot Cone. Each creature in that area makes a Dexterity saving throw, taking 3d6 damage of the chosen type on a failed save or half as much damage on a successful one. Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 2.",https://www.dndbeyond.com/spells/2619150-dragons-breath,
Drawmij's Instant Summons,6,Conjuration,1 Minute,TRUE,Until Dispelled,FALSE,Touch,,,,Detection,TRUE,TRUE,TRUE,"Sapphire worth 1,000+ GP",FALSE,"Teleportation, Detection",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"You touch the sapphire used in the casting and an object weighing 10 pounds or less whose longest dimension is 6 feet or less. The spell leaves an Invisible mark on that object and invisibly inscribes the object’s name on the sapphire. Each time you cast this spell, you must use a different sapphire. Thereafter, you can take a Magic action to speak the object’s name and crush the sapphire. The object instantly appears in your hand regardless of physical or planar distances, and the spell ends. If another creature is holding or carrying the object, crushing the sapphire doesn’t transport it, but instead you learn who that creature is and where that creature is currently located.",https://www.dndbeyond.com/spells/2619154-drawmijs-instant-summons,
Dream,5,Illusion,1 Minute,FALSE,Special,FALSE,10,,,Wisdom,Communication,TRUE,TRUE,TRUE,Handful of sand,FALSE,"Damage, Communication",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,PHB 2024,"You target a creature you know on the same plane of existence. You or a willing creature you touch enters a trance state to act as a dream messenger. While in the trance, the messenger is Incapacitated and has a Speed of 0. If the target is asleep, the messenger appears in the target’s dreams and can converse with the target as long as it remains asleep, through the spell’s duration. The messenger can also shape the dream’s environment, creating landscapes, objects, and other images. The messenger can emerge from the trance at any time, ending the spell. The target recalls the dream perfectly upon waking. If the target is awake when you cast the spell, the messenger knows it and can either end the trance (and the spell) or wait for the target to sleep, at which point the messenger enters its dreams. You can make the messenger terrifying to the target. If you do so, the messenger can deliver a message of no more than ten words, and then the target makes a Wisdom saving throw. On a failed save, the target gains no benefit from its rest, and it takes 3d6 Psychic damage when it wakes up.",https://www.dndbeyond.com/spells/2619156-dream,
Druidcraft,Cantrip,Transmutation,1 Action,FALSE,Instantaneous,FALSE,30,,,,Utility,TRUE,TRUE,FALSE,,FALSE,Utility,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"Whispering to the spirits of nature, you create one of the following effects within range. Weather Sensor. You create a Tiny, harmless sensory effect that predicts what the weather will be at your location for the next 24 hours. The effect might manifest as a golden orb for clear skies, a cloud for rain, falling snowflakes for snow, and so on. This effect persists for 1 round. Bloom. You instantly make a flower blossom, a seed pod open, or a leaf bud bloom. Sensory Effect. You create a harmless sensory effect, such as falling leaves, spectral dancing fairies, a gentle breeze, the sound of an animal, or the faint odor of skunk. The effect must fit in a 5-foot Cube. Fire Play. You light or snuff out a candle, a torch, or a campfire.",https://www.dndbeyond.com/spells/2619158-druidcraft,
